RANK,FULL NAME,POS,AGE,GP,MPG,MIN%,USG%,Tor%,FTA,FT%,2PA,2P%,3PA,3P%,eFG%,TS%,PPG,RPG,TRB%,APG,AST%,SPG,BPG,TOPG,VI,ORTG,DRTG,YEAR,Franchise
256,Montrezl Harrell,F-C,28.21,46,24.3,50.6,20.8,9.6,205.0,0.727,368.0,0.66,15.0,0.267,0.65,0.684,14.1,6.7,15.3,2.1,13.9,0.39,0.67,1.09,9.6,135.3,108.5,2021-2022,Washington Wizards
285,Aaron Holiday,G,25.53,41,16.2,33.7,18.0,14.5,35.0,0.8,147.0,0.524,67.0,0.343,0.521,0.547,6.1,1.6,5.6,1.9,17.1,0.59,0.22,0.95,6.5,104.8,109.0,2021-2022,Washington Wizards
330,Alize Johnson,F,25.97,3,6.1,12.6,23.1,31.8,1.0,0.0,4.0,0.5,2.0,0.0,0.333,0.311,1.3,4.0,36.5,0.0,0.0,0.0,0.0,1.0,0.0,73.9,112.8,2021-2022,Washington Wizards
366,Corey Kispert,F,23.11,77,23.4,48.7,14.6,8.5,62.0,0.871,194.0,0.629,320.0,0.35,0.564,0.586,8.2,2.7,6.4,1.1,6.7,0.44,0.29,0.65,5.0,114.6,114.4,2021-2022,Washington Wizards
380,Kyle Kuzma,F,26.72,66,33.4,69.6,24.2,14.0,219.0,0.712,561.0,0.526,375.0,0.341,0.52,0.547,17.1,8.5,14.1,3.5,16.3,0.64,0.86,2.55,9.6,103.3,109.7,2021-2022,Washington Wizards
458,Greg Monroe,F-C,31.85,2,8.8,18.3,25.3,20.0,0.0,0.0,8.0,0.5,0.0,0.0,0.5,0.5,4.0,5.0,31.4,0.5,9.3,0.5,0.5,1.0,9.8,114.5,102.6,2021-2022,Washington Wizards
484,Raul Neto,G,29.89,70,19.6,40.8,18.4,13.9,108.0,0.769,321.0,0.526,120.0,0.292,0.502,0.538,7.5,1.9,5.4,3.1,22.9,0.79,0.04,1.13,7.2,107.8,110.4,2021-2022,Washington Wizards
535,Kristaps Porzingis,F-C,26.69,17,28.2,58.7,31.4,8.3,116.0,0.871,180.0,0.522,79.0,0.367,0.531,0.606,22.1,8.8,17.3,2.9,17.9,0.71,1.47,1.65,11.7,122.6,104.0,2021-2022,Washington Wizards
579,Tomas Satoransky,G,30.45,22,18.9,39.4,12.6,19.5,25.0,0.84,62.0,0.548,22.0,0.273,0.512,0.563,4.9,2.8,8.1,4.9,35.0,0.68,0.18,1.05,8.6,123.2,107.8,2021-2022,Washington Wizards
580,Jordan Schakel,G,23.83,4,7.6,15.8,18.9,7.8,2.0,1.0,5.0,0.0,6.0,0.167,0.136,0.21,1.3,2.0,14.6,0.0,0.0,0.25,0.0,0.25,0.0,55.4,116.2,2021-2022,Washington Wizards
604,Ish Smith,G,33.77,28,22.0,45.8,20.9,14.5,5.0,0.6,203.0,0.478,42.0,0.357,0.488,0.489,8.6,3.0,7.5,5.2,36.1,1.0,0.46,1.5,9.3,104.9,109.8,2021-2022,Washington Wizards
621,Craig Sword,G,28.23,3,6.3,13.2,11.7,20.0,0.0,0.0,3.0,1.0,1.0,0.0,0.75,0.75,2.0,0.0,0.0,0.3,7.7,1.33,0.0,0.33,0.0,115.2,69.4,2021-2022,Washington Wizards
646,Isaiah Todd,F,20.48,12,6.2,12.9,19.6,12.3,6.0,0.333,10.0,0.3,16.0,0.25,0.346,0.349,1.7,1.0,8.9,0.3,7.2,0.33,0.17,0.33,5.2,74.5,111.0,2021-2022,Washington Wizards
673,Brad Wanamaker,G,32.71,1,27.1,56.5,10.4,0.0,3.0,1.0,5.0,0.4,0.0,0.0,0.4,0.554,7.0,4.0,8.2,7.0,33.8,2.0,0.0,0.0,8.6,147.5,102.6,2021-2022,Washington Wizards
679,Tremont Waters,G,24.25,1,8.5,17.7,10.5,0.0,0.0,0.0,2.0,0.5,0.0,0.0,0.5,0.5,2.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,99.5,90.1,2021-2022,Washington Wizards
703,Cassius Winston,G,24.12,7,5.6,11.6,18.0,19.0,4.0,1.0,5.0,0.4,6.0,0.333,0.455,0.549,2.0,0.1,1.4,1.0,24.4,0.0,0.0,0.43,4.2,106.9,97.3,2021-2022,Washington Wizards
9,Jarrett Allen,C,23.97,56,32.3,67.3,18.1,12.7,233.0,0.708,535.0,0.688,10.0,0.1,0.678,0.698,16.1,10.7,18.4,1.6,8.2,0.77,1.34,1.68,8.1,132.8,104.7,2021-2022,Cleveland Cavaliers
11,Justin Anderson,F-G,28.39,3,15.5,32.4,11.2,17.0,4.0,0.75,2.0,1.0,6.0,0.333,0.625,0.666,4.3,2.0,7.1,2.0,17.4,0.33,0.0,0.67,6.7,126.4,104.3,2021-2022,Cleveland Cavaliers
88,Moses Brown,C,22.49,14,12.5,26.1,19.3,7.8,29.0,0.552,58.0,0.638,0.0,0.0,0.638,0.636,6.4,5.3,23.3,0.0,0.0,0.29,0.57,0.43,0.0,127.0,93.0,2021-2022,Cleveland Cavaliers
145,Ed Davis,C-F,32.85,31,6.5,13.5,6.0,18.4,14.0,0.429,16.0,0.688,0.0,0.0,0.688,0.632,0.9,2.1,17.6,0.2,4.5,0.1,0.29,0.16,4.4,128.0,92.3,2021-2022,Cleveland Cavaliers
191,Tacko Fall,C,26.34,11,5.3,11.1,13.6,16.6,7.0,0.286,12.0,0.417,0.0,0.0,0.417,0.398,1.1,2.1,21.6,0.2,4.6,0.0,0.55,0.27,5.8,92.2,104.9,2021-2022,Cleveland Cavaliers
207,Tim Frazier,G,31.44,2,4.1,8.4,21.8,50.0,0.0,0.0,2.0,0.5,0.0,0.0,0.5,0.5,1.0,0.0,0.0,0.5,17.6,0.0,0.0,1.0,0.0,57.3,77.9,2021-2022,Cleveland Cavaliers
217,Darius Garland,G,22.21,68,35.7,74.4,27.8,16.2,241.0,0.892,719.0,0.512,454.0,0.383,0.536,0.576,21.7,3.3,5.1,8.6,39.9,1.31,0.1,3.65,9.5,112.5,109.3,2021-2022,Cleveland Cavaliers
229,Brandon Goodwin,G,26.52,36,13.9,29.0,18.3,17.8,38.0,0.632,99.0,0.455,55.0,0.345,0.477,0.501,4.8,1.9,7.4,2.5,26.0,0.69,0.03,1.03,8.2,103.8,104.2,2021-2022,Cleveland Cavaliers
374,Luke Kornet,F-C,26.74,2,7.5,15.5,18.8,0.0,3.0,0.667,4.0,0.25,1.0,0.0,0.2,0.316,2.0,1.5,11.1,0.5,8.9,0.0,0.5,0.0,6.1,97.0,109.4,2021-2022,Cleveland Cavaliers
393,Caris LeVert,G,27.63,19,29.8,62.2,22.3,11.6,47.0,0.745,165.0,0.485,67.0,0.313,0.481,0.511,13.6,3.4,6.2,3.9,20.5,0.84,0.26,1.74,7.6,104.6,106.8,2021-2022,Cleveland Cavaliers
404,Kevin Love,F-C,33.59,74,22.5,46.9,25.1,10.4,198.0,0.838,284.0,0.493,477.0,0.392,0.553,0.594,13.6,7.2,17.8,2.2,15.3,0.35,0.24,1.32,10.7,117.0,103.2,2021-2022,Cleveland Cavaliers
415,Lauri Markkanen,F-C,24.89,61,30.8,64.1,19.5,6.5,159.0,0.868,323.0,0.548,380.0,0.358,0.542,0.582,14.8,5.7,10.2,1.3,6.6,0.74,0.49,0.89,6.2,116.9,105.3,2021-2022,Cleveland Cavaliers
455,Evan Mobley,C,20.81,69,33.8,70.4,20.4,12.3,252.0,0.663,738.0,0.541,92.0,0.25,0.522,0.549,15.0,8.3,13.5,2.5,11.6,0.81,1.67,1.91,8.0,109.2,104.9,2021-2022,Cleveland Cavaliers
482,RJ Nembhard Jr.,G,23.06,14,4.5,9.3,16.1,13.2,4.0,0.75,16.0,0.375,2.0,0.0,0.333,0.38,1.1,0.5,6.2,0.9,26.2,0.07,0.0,0.21,7.0,98.8,112.6,2021-2022,Cleveland Cavaliers
485,Malik Newman,G,25.13,1,7.7,16.0,39.5,14.5,2.0,1.0,4.0,0.75,1.0,0.0,0.6,0.68,8.0,1.0,7.2,1.0,29.8,0.0,0.0,1.0,10.4,118.0,115.2,2021-2022,Cleveland Cavaliers
500,Isaac Okoro,F-G,21.21,67,29.6,61.6,12.4,10.4,155.0,0.768,274.0,0.555,157.0,0.35,0.544,0.589,8.8,3.0,5.6,1.8,8.5,0.84,0.33,0.87,4.9,120.1,106.2,2021-2022,Cleveland Cavaliers
508,Cedi Osman,F,27.01,66,22.1,46.1,21.1,9.6,131.0,0.664,214.0,0.556,359.0,0.357,0.543,0.562,10.7,2.2,5.6,2.0,14.1,0.79,0.15,1.02,6.5,110.7,104.7,2021-2022,Cleveland Cavaliers
513,Kevin Pangos,G,29.21,24,6.9,14.4,14.6,12.8,4.0,0.75,20.0,0.45,26.0,0.231,0.391,0.408,1.6,0.5,3.7,1.3,24.6,0.13,0.0,0.29,5.9,99.2,109.0,2021-2022,Cleveland Cavaliers
567,Rajon Rondo,G,36.13,21,19.5,40.5,16.2,22.1,24.0,0.75,48.0,0.458,58.0,0.397,0.533,0.562,6.2,2.8,8.0,4.9,35.3,0.86,0.05,1.57,9.0,114.0,104.0,2021-2022,Cleveland Cavaliers
571,Ricky Rubio,G,31.47,34,28.5,59.4,24.9,16.5,103.0,0.854,237.0,0.38,174.0,0.339,0.434,0.488,13.1,4.1,8.0,6.6,34.5,1.44,0.21,2.65,9.9,102.4,103.5,2021-2022,Cleveland Cavaliers
584,Trevon Scott,F,25.37,2,5.7,11.9,23.3,0.0,0.0,0.0,5.0,0.6,1.0,0.0,0.5,0.5,3.0,1.0,9.7,0.0,0.0,0.5,0.5,0.0,0.0,107.4,91.4,2021-2022,Cleveland Cavaliers
588,Collin Sexton,G,23.27,11,28.8,59.9,27.9,15.6,39.0,0.744,106.0,0.538,45.0,0.244,0.487,0.523,16.0,3.3,6.3,2.1,11.9,0.91,0.0,2.82,6.7,96.0,106.2,2021-2022,Cleveland Cavaliers
617,Lamar Stevens,F,24.76,63,16.1,33.6,17.1,10.4,75.0,0.707,254.0,0.543,65.0,0.277,0.517,0.544,6.1,2.6,8.9,0.7,6.5,0.49,0.29,0.65,5.5,107.8,102.1,2021-2022,Cleveland Cavaliers
656,Denzel Valentine,G,28.4,22,9.3,19.3,15.6,13.9,0.0,0.0,18.0,0.278,44.0,0.409,0.516,0.516,2.9,1.7,10.3,0.5,7.6,0.32,0.0,0.45,5.8,100.2,103.4,2021-2022,Cleveland Cavaliers
663,Dean Wade,F-C,25.39,51,19.2,40.0,11.1,6.5,30.0,0.667,75.0,0.64,142.0,0.359,0.574,0.584,5.3,2.9,8.5,1.0,7.3,0.57,0.14,0.31,5.2,122.1,103.6,2021-2022,Cleveland Cavaliers
700,Dylan Windler,G-F,25.55,50,9.2,19.1,11.7,13.1,18.0,0.833,28.0,0.571,70.0,0.3,0.485,0.519,2.2,1.8,10.7,0.7,9.9,0.28,0.06,0.32,6.1,110.6,101.4,2021-2022,Cleveland Cavaliers
21,Donovan Mitchell,G,26.8,5,41.3,29.8,15.4,18.0,0.722,59.0,0.542,45.0,0.289,0.495,0.518,23.2,5.0,7.2,2.0,0.6,3.8,28.2,30.4,35.4,9.1,101.9,106.5,2022-2023,Cleveland Cavaliers
26,Darius Garland,G,23.4,5,37.7,27.2,18.3,25.0,0.84,49.0,0.469,31.0,0.387,0.513,0.566,20.6,1.8,5.0,1.6,0.2,3.6,22.4,25.6,27.4,6.0,104.3,106.2,2022-2023,Cleveland Cavaliers
46,Caris LeVert,G,28.8,5,33.9,20.4,7.3,13.0,0.615,27.0,0.519,36.0,0.361,0.532,0.546,15.0,4.6,2.6,0.4,0.2,1.0,19.6,17.6,22.2,6.7,112.4,109.6,2022-2023,Cleveland Cavaliers
74,Evan Mobley,C,22.0,5,37.5,15.9,19.9,8.0,0.625,47.0,0.468,1.0,0.0,0.458,0.476,9.8,10.0,2.0,0.6,1.2,2.4,19.8,11.8,21.8,6.2,96.4,105.8,2022-2023,Cleveland Cavaliers
77,Jarrett Allen,C,25.1,5,38.1,10.3,7.6,6.0,0.5,36.0,0.611,0.0,0.0,0.611,0.608,9.4,7.4,2.4,0.8,1.0,0.6,16.8,11.8,19.2,5.8,136.0,109.7,2022-2023,Cleveland Cavaliers
111,Isaac Okoro,F-G,22.4,5,14.9,18.7,14.6,6.0,1.0,10.0,0.7,13.0,0.308,0.565,0.624,6.4,1.4,0.8,0.4,0.4,0.8,7.8,7.2,8.6,5.2,117.4,101.9,2022-2023,Cleveland Cavaliers
118,Cedi Osman,F,28.2,5,18.6,17.1,16.5,9.0,0.667,5.0,0.6,20.0,0.3,0.48,0.518,6.0,3.0,1.0,0.4,0.2,1.0,9.0,7.0,10.0,5.6,97.5,99.9,2022-2023,Cleveland Cavaliers
134,Robin Lopez,C,35.2,2,3.1,37.6,22.5,2.0,1.0,3.0,1.0,0.0,0.0,1.0,1.031,4.0,0.5,0.0,0.0,0.0,0.5,4.5,4.0,4.5,0.0,,,2022-2023,Cleveland Cavaliers
155,Lamar Stevens,F,25.9,2,4.4,15.4,0.0,2.0,1.0,1.0,0.0,1.0,1.0,0.75,0.868,2.5,1.5,0.0,0.0,0.0,0.0,4.0,2.5,4.0,0.0,180.1,110.0,2022-2023,Cleveland Cavaliers
179,Dean Wade,F-C,26.6,2,5.6,8.0,0.0,2.0,1.0,0.0,0.0,1.0,0.0,0.0,0.532,1.0,1.5,0.0,0.0,0.0,0.0,2.5,1.0,2.5,0.0,124.7,112.2,2022-2023,Cleveland Cavaliers
181,Danny Green,G,36.0,4,9.9,8.3,28.6,0.0,0.0,1.0,0.0,4.0,0.25,0.3,0.3,0.8,1.8,0.3,0.5,0.3,0.5,2.5,1.0,2.8,3.1,69.5,93.2,2022-2023,Cleveland Cavaliers
187,Raul Neto,G,31.1,2,3.5,26.4,62.1,2.0,0.5,0.0,0.0,1.0,0.0,0.0,0.266,0.5,0.0,0.5,0.0,0.0,1.0,0.5,1.0,1.0,0.0,,,2022-2023,Cleveland Cavaliers
214,Ricky Rubio,G,32.6,3,5.7,16.6,83.3,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,0.3,0.0,1.7,2.0,1.0,3.0,0.0,46.2,76.1,2022-2023,Cleveland Cavaliers
27,Marvin Bagley III,F,23.08,30,21.9,45.6,18.8,7.3,47.0,0.745,184.0,0.538,62.0,0.242,0.494,0.521,9.3,7.2,17.8,0.6,3.9,0.3,0.37,0.7,6.3,110.9,109.1,2021-2022,Sacramento Kings
35,Harrison Barnes,F,29.86,77,33.6,70.0,18.8,10.5,413.0,0.826,473.0,0.526,360.0,0.394,0.555,0.623,16.4,5.6,9.0,2.4,10.5,0.69,0.18,1.55,7.2,121.5,115.5,2021-2022,Sacramento Kings
146,Terence Davis,G,24.9,30,17.9,37.2,25.6,10.3,44.0,0.818,118.0,0.542,149.0,0.329,0.515,0.543,10.4,3.1,9.5,1.3,11.9,0.83,0.37,1.1,7.8,103.1,103.3,2021-2022,Sacramento Kings
159,Donte DiVincenzo,G,25.19,25,26.6,55.4,18.5,15.4,56.0,0.839,74.0,0.351,144.0,0.368,0.484,0.532,10.3,4.4,9.0,3.6,18.6,1.48,0.2,1.76,8.2,106.5,110.4,2021-2022,Sacramento Kings
204,De'Aaron Fox,G,24.31,59,35.3,73.6,29.1,11.9,348.0,0.75,843.0,0.524,249.0,0.297,0.506,0.549,23.2,3.9,6.0,5.6,26.8,1.15,0.42,2.85,9.0,107.4,110.8,2021-2022,Sacramento Kings
247,Tyrese Haliburton,G,22.11,51,34.4,71.8,18.3,15.4,104.0,0.837,334.0,0.491,252.0,0.413,0.546,0.575,14.3,3.9,6.1,7.4,31.5,1.69,0.67,2.25,8.7,116.8,114.5,2021-2022,Sacramento Kings
254,Maurice Harkless,F-G,28.92,47,18.4,38.3,11.2,13.8,28.0,0.714,80.0,0.65,101.0,0.307,0.544,0.561,4.6,2.4,7.0,0.5,3.6,0.62,0.51,0.66,3.8,101.2,109.5,2021-2022,Sacramento Kings
276,Buddy Hield,G,29.31,55,28.6,59.6,22.5,10.9,92.0,0.87,198.0,0.419,495.0,0.368,0.514,0.54,14.4,4.0,7.6,1.9,10.0,0.87,0.27,1.64,6.7,103.1,111.7,2021-2022,Sacramento Kings
289,Justin Holiday,F-G,33.02,25,25.6,53.4,15.7,9.0,21.0,0.762,58.0,0.362,146.0,0.342,0.471,0.488,8.3,2.2,4.7,1.5,8.1,0.84,0.6,0.84,4.7,98.7,112.2,2021-2022,Sacramento Kings
290,Richaun Holmes,F,28.49,45,23.9,49.7,15.8,14.2,90.0,0.778,295.0,0.664,5.0,0.4,0.663,0.689,10.4,7.0,16.0,1.1,6.8,0.38,0.93,1.24,7.2,128.2,104.8,2021-2022,Sacramento Kings
320,Josh Jackson,G-F,25.16,12,10.2,21.3,23.5,13.4,21.0,0.714,32.0,0.438,17.0,0.176,0.378,0.446,4.3,1.5,7.9,0.4,5.8,0.42,0.33,0.75,5.4,86.6,103.8,2021-2022,Sacramento Kings
348,Damian Jones,C,26.78,56,18.2,37.8,16.2,15.4,131.0,0.718,237.0,0.696,29.0,0.345,0.677,0.701,8.1,4.4,13.1,1.2,10.2,0.46,0.84,1.05,7.7,129.0,104.4,2021-2022,Sacramento Kings
365,Louis King,F,23.01,10,10.4,21.6,21.3,0.0,10.0,0.7,20.0,0.35,27.0,0.296,0.404,0.438,4.5,1.2,6.3,0.9,12.5,0.2,0.1,0.0,6.5,99.7,105.5,2021-2022,Sacramento Kings
383,Jeremy Lamb,G-F,29.86,17,19.0,39.5,19.1,9.1,26.0,0.846,66.0,0.485,53.0,0.302,0.471,0.514,7.9,3.5,10.1,1.8,13.5,0.47,0.47,0.76,7.7,107.1,113.6,2021-2022,Sacramento Kings
391,Alex Len,C,28.82,39,15.9,33.1,17.1,17.4,63.0,0.651,155.0,0.568,21.0,0.286,0.551,0.577,6.0,4.1,14.1,1.2,10.6,0.33,0.64,1.1,7.8,110.2,100.9,2021-2022,Sacramento Kings
409,Trey Lyles,F,26.43,24,22.8,47.5,17.8,8.4,67.0,0.851,115.0,0.557,63.0,0.365,0.553,0.612,10.6,5.6,13.4,1.3,8.1,0.29,0.25,0.79,7.5,123.3,111.9,2021-2022,Sacramento Kings
446,Chimezie Metu,F-C,25.06,60,21.3,44.4,18.5,11.1,91.0,0.78,263.0,0.555,186.0,0.306,0.516,0.546,8.9,5.6,14.2,1.0,6.9,0.85,0.53,1.02,6.9,103.8,107.6,2021-2022,Sacramento Kings
453,Davion Mitchell,G,23.6,75,27.7,57.7,20.6,11.5,85.0,0.659,523.0,0.48,320.0,0.316,0.477,0.489,11.5,2.2,4.3,4.2,22.5,0.73,0.32,1.52,6.8,101.2,113.7,2021-2022,Sacramento Kings
471,Emmanuel Mudiay,G,26.1,2,5.5,11.5,18.6,21.0,4.0,0.75,2.0,0.0,0.0,0.0,0.0,0.399,1.5,0.0,0.0,2.0,43.4,0.5,0.0,0.5,0.0,100.3,109.2,2021-2022,Sacramento Kings
474,Ade Murkey,G,20.0,1,1.5,3.1,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,2021-2022,Sacramento Kings
545,Neemias Queta,C,22.75,14,8.5,17.8,18.5,11.7,17.0,0.647,38.0,0.447,0.0,0.0,0.447,0.495,3.2,2.2,14.0,0.4,7.2,0.07,0.57,0.43,6.6,107.3,103.6,2021-2022,Sacramento Kings
547,Jahmi'us Ramsey,G,20.84,19,7.1,14.7,22.2,7.2,14.0,0.5,40.0,0.475,18.0,0.278,0.457,0.468,3.2,0.7,5.3,0.4,7.9,0.05,0.05,0.26,5.4,94.8,114.0,2021-2022,Sacramento Kings
562,Justin Robinson,G,24.5,3,5.0,10.4,25.8,11.1,0.0,0.0,5.0,0.2,3.0,0.0,0.125,0.125,0.7,0.3,3.6,0.7,17.3,0.0,0.0,0.33,4.2,37.6,108.2,2021-2022,Sacramento Kings
575,Domantas Sabonis,F-C,25.94,15,33.6,70.0,24.4,18.1,74.0,0.743,185.0,0.584,17.0,0.235,0.564,0.603,18.9,12.3,19.9,5.8,28.0,0.87,0.33,3.47,13.2,115.5,103.1,2021-2022,Sacramento Kings
639,Tristan Thompson,C-F,31.08,30,15.2,31.6,19.5,14.1,60.0,0.533,150.0,0.5,1.0,1.0,0.507,0.521,6.2,5.4,19.2,0.6,5.9,0.37,0.4,0.97,7.2,109.3,105.2,2021-2022,Sacramento Kings
704,Robert Woodard II,F,22.55,12,3.5,7.3,18.2,5.6,2.0,1.0,12.0,0.083,4.0,0.25,0.156,0.207,0.6,0.9,14.1,0.3,9.0,0.08,0.08,0.08,6.2,,,2021-2022,Sacramento Kings
9,De'Aaron Fox,G,25.5,7,38.5,31.0,14.5,41.0,0.756,102.0,0.48,63.0,0.333,0.488,0.524,27.4,5.4,7.7,2.1,0.6,4.0,32.9,35.1,40.6,10.9,105.9,109.5,2022-2023,Sacramento Kings
31,Malik Monk,G,25.4,7,29.3,24.6,12.2,49.0,0.898,54.0,0.463,39.0,0.333,0.478,0.58,19.0,5.4,3.6,0.7,0.4,1.9,24.4,22.6,28.0,9.8,118.1,111.2,2022-2023,Sacramento Kings
43,Domantas Sabonis,F-C,27.1,7,34.7,22.4,20.8,28.0,0.571,94.0,0.511,5.0,0.2,0.5,0.517,16.4,11.0,4.7,1.4,0.9,3.7,27.4,21.1,32.1,10.9,104.8,104.8,2022-2023,Sacramento Kings
66,Harrison Barnes,F,31.0,7,28.1,15.0,4.7,26.0,0.731,35.0,0.543,25.0,0.24,0.467,0.525,10.7,3.4,0.7,1.1,0.3,0.4,14.1,11.4,14.9,4.2,114.7,117.4,2022-2023,Sacramento Kings
75,Keegan Murray,F,22.8,7,27.7,13.2,6.4,6.0,0.667,26.0,0.538,32.0,0.375,0.552,0.561,9.7,6.3,0.7,0.6,0.3,0.6,16.0,10.4,16.7,5.1,119.3,109.5,2022-2023,Sacramento Kings
82,Kevin Huerter,G-F,24.8,7,26.3,17.1,5.2,8.0,0.75,33.0,0.515,39.0,0.205,0.403,0.424,9.1,4.4,1.1,0.4,1.3,0.6,13.6,10.3,14.7,5.4,89.1,105.9,2022-2023,Sacramento Kings
100,Davion Mitchell,G,24.8,7,19.8,15.6,11.5,6.0,0.833,19.0,0.632,27.0,0.259,0.489,0.514,7.1,1.3,1.7,0.9,0.1,0.9,8.4,8.9,10.1,5.1,104.5,115.3,2022-2023,Sacramento Kings
106,Trey Lyles,F,27.6,7,16.8,15.2,6.9,5.0,0.6,13.0,0.615,27.0,0.333,0.538,0.545,6.6,5.7,0.7,0.3,0.0,0.4,12.3,7.3,13.0,7.1,116.1,105.9,2022-2023,Sacramento Kings
115,Terence Davis,G,26.1,4,14.4,16.4,12.8,2.0,1.0,3.0,0.667,17.0,0.353,0.55,0.575,6.0,2.3,1.5,0.3,0.0,0.8,8.3,7.5,9.8,7.6,114.0,98.2,2022-2023,Sacramento Kings
150,PJ Dozier,G-F,26.6,3,2.0,39.0,0.0,0.0,0.0,2.0,0.5,4.0,0.5,0.667,0.667,2.7,0.7,0.0,0.0,0.0,0.0,3.3,2.7,3.3,0.0,,,2022-2023,Sacramento Kings
151,Alex Len,C,30.0,7,7.8,13.6,42.8,6.0,0.833,9.0,0.778,0.0,0.0,0.778,0.816,2.7,2.9,0.1,0.0,0.4,1.0,5.6,2.9,5.7,4.7,112.9,88.9,2022-2023,Sacramento Kings
185,Chimezie Metu,F-C,26.2,3,2.0,21.6,43.6,3.0,0.667,1.0,0.0,0.0,0.0,0.0,0.431,0.7,0.3,0.0,0.0,0.0,0.3,1.0,0.7,1.0,0.0,,,2022-2023,Sacramento Kings
202,Kessler Edwards,F,22.8,6,1.2,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.2,0.0,0.0,0.0,0.0,0.2,0.0,0.2,0.0,,,2022-2023,Sacramento Kings
29,LaMelo Ball,G,20.64,75,32.3,67.3,28.2,15.3,243.0,0.872,689.0,0.462,565.0,0.389,0.517,0.554,20.1,6.7,11.0,7.6,35.7,1.57,0.4,3.27,12.5,111.3,105.6,2021-2022,Charlotte Hornets
68,James Bouknight,G,21.56,31,9.8,20.5,23.7,8.8,31.0,0.871,92.0,0.348,49.0,0.347,0.408,0.459,4.6,1.7,9.0,0.8,11.8,0.23,0.03,0.48,7.5,100.5,109.4,2021-2022,Charlotte Hornets
72,Miles Bridges,F,24.06,80,35.5,73.9,22.6,9.9,333.0,0.802,748.0,0.59,464.0,0.332,0.554,0.593,20.1,7.0,10.4,3.8,15.7,0.93,0.84,1.88,9.1,116.9,110.1,2021-2022,Charlotte Hornets
104,Vernon Carey Jr.,F-C,21.12,4,4.2,8.8,20.9,12.0,3.0,0.667,6.0,0.5,0.0,0.0,0.5,0.546,2.0,1.3,15.7,0.0,0.0,0.25,0.0,0.25,0.0,113.8,110.7,2021-2022,Charlotte Hornets
257,Montrezl Harrell,F-C,28.21,25,20.9,43.6,19.0,9.0,91.0,0.692,171.0,0.649,2.0,0.0,0.642,0.669,11.4,4.8,12.2,2.0,14.0,0.44,0.48,0.84,9.2,136.3,108.6,2021-2022,Charlotte Hornets
269,Gordon Hayward,F,32.05,49,31.9,66.5,20.8,10.6,149.0,0.846,397.0,0.496,220.0,0.391,0.528,0.57,15.9,4.6,7.6,3.6,16.1,0.96,0.45,1.65,8.0,113.3,112.9,2021-2022,Charlotte Hornets
351,Kai Jones,C-F,21.23,21,3.0,6.2,15.9,25.5,8.0,0.375,12.0,0.667,2.0,0.5,0.679,0.628,1.0,0.6,10.1,0.2,8.6,0.05,0.1,0.29,6.6,,,2021-2022,Charlotte Hornets
378,Arnoldas Kulboka,F,24.27,2,2.7,5.5,8.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,2021-2022,Charlotte Hornets
395,Scottie Lewis,G,22.08,2,3.3,6.9,5.7,0.0,2.0,0.5,0.0,0.0,0.0,0.0,,0.568,0.5,0.0,0.0,0.5,17.2,0.5,0.0,0.0,0.0,,,2021-2022,Charlotte Hornets
419,Cody Martin,F,26.54,71,26.3,54.7,12.1,11.5,107.0,0.701,264.0,0.542,159.0,0.384,0.554,0.579,7.7,4.0,8.1,2.5,12.4,1.24,0.45,0.86,6.5,120.8,111.3,2021-2022,Charlotte Hornets
434,Jalen McDaniels,F-C,24.19,55,16.3,33.9,15.3,11.2,72.0,0.736,146.0,0.562,108.0,0.38,0.565,0.595,6.2,3.1,10.1,1.1,8.7,0.47,0.4,0.65,6.8,116.5,106.5,2021-2022,Charlotte Hornets
510,Kelly Oubre Jr.,F-G,26.34,76,26.3,54.8,23.0,6.2,189.0,0.667,380.0,0.576,553.0,0.345,0.542,0.559,15.0,4.0,8.0,1.1,6.2,1.01,0.41,0.88,6.1,110.6,108.2,2021-2022,Charlotte Hornets
525,Mason Plumlee,F-C,32.1,73,24.6,51.2,11.7,20.2,171.0,0.392,318.0,0.645,2.0,0.0,0.641,0.603,6.5,7.8,16.8,3.1,16.4,0.82,0.71,1.37,8.8,123.1,101.8,2021-2022,Charlotte Hornets
555,Nick Richards,C,24.37,50,7.3,15.3,15.4,18.1,43.0,0.698,90.0,0.667,0.0,0.0,0.667,0.689,3.0,1.7,12.4,0.3,4.9,0.18,0.42,0.48,6.3,122.5,103.0,2021-2022,Charlotte Hornets
570,Terry Rozier,G,28.07,73,33.7,70.1,23.2,7.1,176.0,0.852,575.0,0.517,593.0,0.374,0.539,0.566,19.3,4.3,6.8,4.5,19.8,1.27,0.34,1.3,8.5,116.7,113.5,2021-2022,Charlotte Hornets
